Date,open,close,high,low
"2024-04-19T20:00:00Z","64307.2","64026.0","64315.0","63655.0"
"2024-04-19T19:00:00Z","64189.8","64307.2","64378.0","64064.7"
"2024-04-19T18:00:00Z","64604.2","64189.8","64640.4","64076.7"
"2024-04-19T17:00:00Z","63986.0","64604.2","64823.6","63900.9"
"2024-04-19T16:00:00Z","64417.7","63986.0","64516.9","63477.5"
"2024-04-19T15:00:00Z","64426.1","64417.7","64695.9","64305.3"
"2024-04-19T14:00:00Z","64870.9","64426.1","64929.0","63779.7"
"2024-04-19T13:00:00Z","64924.0","64870.9","65046.0","64404.9"
"2024-04-19T12:00:00Z","64839.8","64924.0","65420.5","64726.2"
"2024-04-19T11:00:00Z","64754.3","64839.8","65480.0","64652.5"
"2024-04-19T10:00:00Z","64744.8","64754.3","65144.9","64370.0"
"2024-04-19T09:00:00Z","64598.1","64744.8","64924.9","64450.2"
"2024-04-19T08:00:00Z","64519.6","64598.1","65077.1","64088.1"
"2024-04-19T07:00:00Z","64596.0","64519.6","65189.0","64160.2"
"2024-04-19T06:00:00Z","62045.6","64596.0","64995.8","61798.5"
"2024-04-19T05:00:00Z","62406.2","62045.6","62567.2","61701.3"
"2024-04-19T04:00:00Z","61757.1","62406.2","62730.0","61740.0"
"2024-04-19T03:00:00Z","61334.1","61757.1","62088.0","61116.0"
"2024-04-19T02:00:00Z","61000.0","61334.1","61420.0","59541.0"
"2024-04-19T01:00:00Z","62692.1","61000.0","62760.0","60578.2"
"2024-04-19T00:00:00Z","63445.0","62692.1","63445.0","62612.0"
"2024-04-18T23:00:00Z","63471.9","63445.0","63640.5","63339.5"
"2024-04-18T22:00:00Z","63429.1","63471.9","63629.1","63123.3"
"2024-04-18T21:00:00Z","63460.8","63429.1","63815.6","63275.0"
"2024-04-18T20:00:00Z","63438.0","63460.8","63611.0","63229.2"
"2024-04-18T19:00:00Z","63074.1","63438.0","63542.1","63061.5"
"2024-04-18T18:00:00Z","62755.2","63074.1","63193.5","62268.4"
"2024-04-18T17:00:00Z","63500.0","62755.2","63595.5","62556.9"
"2024-04-18T16:00:00Z","63474.0","63500.0","63857.5","63250.2"
"2024-04-18T15:00:00Z","63778.3","63474.0","64100.0","63402.5"
"2024-04-18T14:00:00Z","62759.5","63778.3","63950.0","62518.7"
"2024-04-18T13:00:00Z","62212.2","62759.5","62799.0","61853.3"
"2024-04-18T12:00:00Z","62563.0","62212.2","62708.5","61558.0"
"2024-04-18T11:00:00Z","61789.7","62563.0","63049.9","61789.3"
"2024-04-18T10:00:00Z","61608.4","61789.7","61904.0","61465.8"
"2024-04-18T09:00:00Z","61313.7","61608.4","61681.8","61294.0"
"2024-04-18T08:00:00Z","61154.7","61313.7","61537.9","60824.2"
"2024-04-18T07:00:00Z","61127.3","61154.7","61347.2","60906.9"
"2024-04-18T06:00:00Z","61051.4","61127.3","61298.0","60763.8"
"2024-04-18T05:00:00Z","61613.9","61051.4","61797.0","60938.6"
"2024-04-18T04:00:00Z","61953.5","61613.9","62048.0","61520.1"
"2024-04-18T03:00:00Z","61640.4","61953.5","62194.8","61633.3"
"2024-04-18T02:00:00Z","61618.7","61640.4","61900.0","61408.4"
"2024-04-18T01:00:00Z","61495.6","61618.7","61650.0","61350.2"
"2024-04-18T00:00:00Z","61254.5","61495.6","61503.0","60900.0"
"2024-04-17T23:00:00Z","61660.8","61254.5","61743.7","61177.4"
"2024-04-17T22:00:00Z","61282.7","61660.8","61698.8","61136.6"
"2024-04-17T21:00:00Z","60814.7","61282.7","61645.1","60814.7"
"2024-04-17T20:00:00Z","60997.2","60814.7","61437.6","60741.3"
"2024-04-17T19:00:00Z","61419.4","60997.2","61447.2","60700.0"
"2024-04-17T18:00:00Z","61242.7","61419.4","61938.0","61120.1"
"2024-04-17T17:00:00Z","60165.9","61242.7","61326.0","60078.5"
"2024-04-17T16:00:00Z","60272.0","60165.9","61086.2","59625.0"
"2024-04-17T15:00:00Z","61263.2","60272.0","61518.6","59713.2"
"2024-04-17T14:00:00Z","62606.6","61263.2","62629.8","60663.0"
"2024-04-17T13:00:00Z","62286.4","62606.6","62957.2","62100.0"
"2024-04-17T12:00:00Z","62576.9","62286.4","62810.9","62024.8"
"2024-04-17T11:00:00Z","62878.0","62576.9","63147.1","62490.0"
"2024-04-17T10:00:00Z","63302.2","62878.0","63323.8","62712.6"
"2024-04-17T09:00:00Z","63304.2","63302.2","63518.7","63202.1"
"2024-04-17T08:00:00Z","63260.8","63304.2","63562.7","63104.3"
"2024-04-17T07:00:00Z","63853.5","63260.8","63913.0","63170.5"
"2024-04-17T06:00:00Z","63893.1","63853.5","63975.0","63700.0"
"2024-04-17T05:00:00Z","64060.4","63893.1","64483.3","63787.1"
"2024-04-17T04:00:00Z","63806.0","64060.4","64216.6","63633.0"
"2024-04-17T03:00:00Z","63825.3","63806.0","64048.8","63702.8"
"2024-04-17T02:00:00Z","63993.1","63825.3","64283.3","63680.0"
"2024-04-17T01:00:00Z","63991.9","63993.1","64035.6","63575.6"
"2024-04-17T00:00:00Z","63765.0","63991.9","64214.5","63541.7"
"2024-04-16T23:00:00Z","63751.6","63765.0","63855.0","63584.7"
"2024-04-16T22:00:00Z","63977.3","63751.6","64056.0","63581.2"
"2024-04-16T21:00:00Z","62998.0","63977.3","64356.3","62942.2"
"2024-04-16T20:00:00Z","62691.0","62998.0","63040.7","62519.3"
"2024-04-16T19:00:00Z","62979.4","62691.0","63080.0","62621.6"
"2024-04-16T18:00:00Z","62472.3","62979.4","63015.0","62405.4"
"2024-04-16T17:00:00Z","62721.9","62472.3","63277.1","62256.9"
"2024-04-16T16:00:00Z","61749.2","62721.9","62729.0","61680.0"
"2024-04-16T15:00:00Z","62064.9","61749.2","62391.8","61704.7"
"2024-04-16T14:00:00Z","62665.0","62064.9","63079.4","61987.1"
"2024-04-16T13:00:00Z","63017.3","62665.0","63314.7","62100.6"
"2024-04-16T12:00:00Z","63064.6","63017.3","63399.7","62774.2"
"2024-04-16T11:00:00Z","62534.2","63064.6","63249.3","62323.8"
"2024-04-16T10:00:00Z","63220.0","62534.2","63317.3","61521.0"
"2024-04-16T09:00:00Z","63265.6","63220.0","63556.0","63164.9"
"2024-04-16T08:00:00Z","63487.9","63265.6","63646.9","63051.5"
"2024-04-16T07:00:00Z","63172.3","63487.9","63786.3","63076.0"
"2024-04-16T06:00:00Z","62682.8","63172.3","63236.7","62612.6"
"2024-04-16T05:00:00Z","62464.4","62682.8","62874.5","62342.0"
"2024-04-16T04:00:00Z","62937.6","62464.4","63021.4","61651.8"
"2024-04-16T03:00:00Z","63369.5","62937.6","63525.0","62804.0"
"2024-04-16T02:00:00Z","63113.1","63369.5","63485.0","62711.0"
"2024-04-16T01:00:00Z","63238.0","63113.1","63879.6","63056.9"
"2024-04-16T00:00:00Z","63392.7","63238.0","63700.0","62899.9"
"2024-04-15T23:00:00Z","63430.9","63392.7","63531.0","63137.9"
"2024-04-15T22:00:00Z","63238.5","63430.9","63516.4","62713.1"
"2024-04-15T21:00:00Z","63091.6","63238.5","63454.7","62606.0"
"2024-04-15T20:00:00Z","63269.9","63091.6","63610.3","62915.0"
"2024-04-15T19:00:00Z","63149.6","63269.9","63629.0","62242.5"
"2024-04-15T18:00:00Z","63887.7","63149.6","64036.9","63078.0"
"2024-04-15T17:00:00Z","64134.4","63887.7","64722.0","63313.2"
"2024-04-15T16:00:00Z","64552.8","64134.4","64848.8","63876.9"
"2024-04-15T15:00:00Z","64221.3","64552.8","64770.0","63800.0"
"2024-04-15T14:00:00Z","65842.5","64221.3","65957.7","64155.0"
"2024-04-15T13:00:00Z","66001.3","65842.5","66369.7","65650.0"
"2024-04-15T12:00:00Z","65848.6","66001.3","66216.0","65767.0"
"2024-04-15T11:00:00Z","66437.4","65848.6","66688.0","65801.0"
"2024-04-15T10:00:00Z","66557.3","66437.4","66622.4","66326.9"
"2024-04-15T09:00:00Z","66259.5","66557.3","66874.9","66088.2"
"2024-04-15T08:00:00Z","66224.8","66259.5","66422.0","66047.0"
"2024-04-15T07:00:00Z","66428.7","66224.8","66547.8","66102.4"
"2024-04-15T06:00:00Z","65428.1","66428.7","66550.0","65320.1"
"2024-04-15T05:00:00Z","64874.4","65428.1","65491.0","64873.7"
"2024-04-15T04:00:00Z","65107.9","64874.4","65144.1","64649.2"
"2024-04-15T03:00:00Z","65102.4","65107.9","65299.2","65000.0"
"2024-04-15T02:00:00Z","65255.9","65102.4","65339.8","64903.1"
"2024-04-15T01:00:00Z","65454.0","65255.9","65689.3","65005.8"
"2024-04-15T00:00:00Z","65615.9","65454.0","65842.8","65255.1"
"2024-04-14T23:00:00Z","65298.9","65615.9","65822.1","65014.4"
"2024-04-14T22:00:00Z","63652.7","65298.9","65433.0","63622.7"
"2024-04-14T21:00:00Z","63825.0","63652.7","63835.0","63300.0"
"2024-04-14T20:00:00Z","64146.0","63825.0","64339.3","63674.6"
"2024-04-14T19:00:00Z","64380.0","64146.0","64458.8","63918.5"
"2024-04-14T18:00:00Z","63849.8","64380.0","64693.5","63732.9"
"2024-04-14T17:00:00Z","64398.6","63849.8","64568.0","62550.0"
"2024-04-14T16:00:00Z","64163.3","64398.6","64733.0","64100.6"
"2024-04-14T15:00:00Z","63900.0","64163.3","64479.1","63877.7"
"2024-04-14T14:00:00Z","64357.4","63900.0","64391.4","63428.6"
"2024-04-14T13:00:00Z","64500.1","64357.4","64846.1","64326.2"
"2024-04-14T12:00:00Z","64150.2","64500.1","64833.8","64042.7"
"2024-04-14T11:00:00Z","64443.6","64150.2","64580.0","63850.0"
"2024-04-14T10:00:00Z","64119.2","64443.6","64650.0","64117.3"
"2024-04-14T09:00:00Z","64512.0","64119.2","64710.7","63895.7"
"2024-04-14T08:00:00Z","64449.9","64512.0","64891.6","64358.0"
"2024-04-14T07:00:00Z","64633.7","64449.9","64820.0","64232.1"
"2024-04-14T06:00:00Z","64370.2","64633.7","64869.0","64090.9"
"2024-04-14T05:00:00Z","63954.1","64370.2","64449.2","63909.3"
"2024-04-14T04:00:00Z","63428.7","63954.1","64164.0","63383.3"
"2024-04-14T03:00:00Z","63085.1","63428.7","63586.6","62139.3"
"2024-04-14T02:00:00Z","63738.0","63085.1","63946.4","63005.1"
"2024-04-14T01:00:00Z","63682.7","63738.0","64081.0","63250.0"
"2024-04-14T00:00:00Z","63939.7","63682.7","64297.1","62880.2"
"2024-04-13T23:00:00Z","64288.5","63939.7","65667.7","63688.0"
"2024-04-13T22:00:00Z","62922.4","64288.5","64620.9","62103.5"
"2024-04-13T21:00:00Z","61828.3","62922.4","62951.7","61700.0"
"2024-04-13T20:00:00Z","64779.1","61828.3","64897.8","59652.5"
"2024-04-13T19:00:00Z","67181.6","64779.1","67267.2","63530.0"
"2024-04-13T18:00:00Z","66755.5","67181.6","67279.5","66450.6"
"2024-04-13T17:00:00Z","67450.5","66755.5","67456.6","66515.8"
"2024-04-13T16:00:00Z","67683.2","67450.5","67770.0","67261.4"
"2024-04-13T15:00:00Z","67580.0","67683.2","67954.0","67440.4"
"2024-04-13T14:00:00Z","67563.3","67580.0","67746.0","67370.1"
"2024-04-13T13:00:00Z","67532.3","67563.3","67799.0","67458.7"
"2024-04-13T12:00:00Z","67377.0","67532.3","67710.0","67175.0"
"2024-04-13T11:00:00Z","67446.7","67377.0","67842.9","67318.7"
"2024-04-13T10:00:00Z","67408.6","67446.7","67500.0","67326.4"
"2024-04-13T09:00:00Z","67209.2","67408.6","67500.0","67172.0"
"2024-04-13T08:00:00Z","67466.1","67209.2","67486.4","67116.9"
"2024-04-13T07:00:00Z","67496.9","67466.1","67586.6","67130.9"
"2024-04-13T06:00:00Z","67375.7","67496.9","67547.1","67267.3"
"2024-04-13T05:00:00Z","67615.9","67375.7","67926.9","67330.0"
"2024-04-13T04:00:00Z","67188.4","67615.9","67975.4","67039.3"
"2024-04-13T03:00:00Z","66567.0","67188.4","67200.0","66511.8"
"2024-04-13T02:00:00Z","65928.3","66567.0","66626.4","65912.0"
"2024-04-13T01:00:00Z","66957.5","65928.3","66972.7","65754.6"
"2024-04-13T00:00:00Z","67136.4","66957.5","67177.1","66780.0"
"2024-04-12T23:00:00Z","67087.9","67136.4","67261.4","66838.2"
"2024-04-12T22:00:00Z","66985.2","67087.9","67287.5","66852.2"
"2024-04-12T21:00:00Z","67161.5","66985.2","67161.8","66700.5"
"2024-04-12T20:00:00Z","66867.5","67161.5","67498.7","66695.1"
"2024-04-12T19:00:00Z","66522.6","66867.5","67346.7","66375.0"
"2024-04-12T18:00:00Z","68191.3","66522.6","68435.9","65516.8"
"2024-04-12T17:00:00Z","68884.5","68191.3","69016.2","67178.7"
"2024-04-12T16:00:00Z","69374.1","68884.5","69626.7","68700.0"
"2024-04-12T15:00:00Z","69289.7","69374.1","69764.5","69270.0"
"2024-04-12T14:00:00Z","69934.4","69289.7","70137.2","69267.0"
"2024-04-12T13:00:00Z","70584.9","69934.4","70585.0","69667.0"
"2024-04-12T12:00:00Z","70950.9","70584.9","71028.0","70360.3"
"2024-04-12T11:00:00Z","70833.1","70950.9","71038.9","70812.4"
"2024-04-12T10:00:00Z","70711.6","70833.1","70927.0","70664.0"
"2024-04-12T09:00:00Z","70828.2","70711.6","70927.9","70552.9"
"2024-04-12T08:00:00Z","70825.9","70828.2","70963.6","70639.2"
"2024-04-12T07:00:00Z","70928.7","70825.9","71033.0","70633.6"
"2024-04-12T06:00:00Z","71009.8","70928.7","71069.1","70742.0"
"2024-04-12T05:00:00Z","71162.8","71009.8","71225.7","70948.0"
"2024-04-12T04:00:00Z","71034.3","71162.8","71297.0","70866.1"
"2024-04-12T03:00:00Z","70681.0","71034.3","71071.4","70681.0"
"2024-04-12T02:00:00Z","70330.1","70681.0","70841.7","70249.3"
"2024-04-12T01:00:00Z","70342.0","70330.1","70421.7","70153.3"
"2024-04-12T00:00:00Z","70055.7","70342.0","70384.3","70044.4"
"2024-04-11T23:00:00Z","70201.5","70055.7","70253.2","69800.0"
"2024-04-11T22:00:00Z","70172.4","70201.5","70313.5","70072.0"
"2024-04-11T21:00:00Z","70547.4","70172.4","70556.7","70101.7"
"2024-04-11T20:00:00Z","70491.4","70547.4","70806.4","70414.0"
"2024-04-11T19:00:00Z","70151.2","70491.4","70577.7","70045.9"
"2024-04-11T18:00:00Z","70244.7","70151.2","70492.0","69979.7"
"2024-04-11T17:00:00Z","70062.0","70244.7","70488.6","70041.6"
"2024-04-11T16:00:00Z","70045.9","70062.0","70180.0","69608.1"
"2024-04-11T15:00:00Z","69630.7","70045.9","70071.2","69594.2"
"2024-04-11T14:00:00Z","70322.8","69630.7","70387.3","69592.6"
"2024-04-11T13:00:00Z","70906.6","70322.8","71045.5","69700.0"
"2024-04-11T12:00:00Z","70043.3","70906.6","71160.0","69939.0"
"2024-04-11T11:00:00Z","70521.7","70043.3","70655.0","69921.1"
"2024-04-11T10:00:00Z","70661.9","70521.7","70843.7","70455.0"
"2024-04-11T09:00:00Z","71099.8","70661.9","71120.3","70650.0"
"2024-04-11T08:00:00Z","70789.1","71099.8","71337.8","70667.1"
"2024-04-11T07:00:00Z","70763.2","70789.1","71387.4","70758.6"
"2024-04-11T06:00:00Z","70639.1","70763.2","70914.8","70615.1"
"2024-04-11T05:00:00Z","70654.2","70639.1","70741.2","70479.8"
"2024-04-11T04:00:00Z","70900.5","70654.2","70936.4","70421.0"
"2024-04-11T03:00:00Z","71040.0","70900.5","71076.1","70812.6"
"2024-04-11T02:00:00Z","70610.2","71040.0","71128.8","70553.3"
"2024-04-11T01:00:00Z","70572.0","70610.2","70824.3","70502.9"
"2024-04-11T00:00:00Z","70681.7","70572.0","70713.7","70340.0"
"2024-04-10T23:00:00Z","70584.4","70681.7","70860.0","70535.4"
"2024-04-10T22:00:00Z","70050.0","70584.4","71412.2","70049.9"
"2024-04-10T21:00:00Z","69853.0","70050.0","70123.0","69613.4"
"2024-04-10T20:00:00Z","70121.0","69853.0","70190.0","69777.0"
"2024-04-10T19:00:00Z","69356.1","70121.0","70130.0","69253.9"
"2024-04-10T18:00:00Z","69395.6","69356.1","69458.5","69102.7"
"2024-04-10T17:00:00Z","69542.0","69395.6","69989.0","69155.0"
"2024-04-10T16:00:00Z","68687.9","69542.0","69580.0","68585.0"
"2024-04-10T15:00:00Z","68742.7","68687.9","68800.0","68300.0"
"2024-04-10T14:00:00Z","68300.0","68742.7","69033.0","68050.0"
"2024-04-10T13:00:00Z","68013.6","68300.0","68366.4","67547.1"
"2024-04-10T12:00:00Z","69094.7","68013.6","69275.1","67546.2"
"2024-04-10T11:00:00Z","68975.9","69094.7","69185.6","68888.6"
"2024-04-10T10:00:00Z","69184.2","68975.9","69233.1","68662.7"
"2024-04-10T09:00:00Z","69066.0","69184.2","69227.7","68934.9"
"2024-04-10T08:00:00Z","69381.6","69066.0","69381.6","68830.4"
"2024-04-10T07:00:00Z","69412.3","69381.6","69564.0","69302.3"
"2024-04-10T06:00:00Z","69300.1","69412.3","69526.2","69263.9"
"2024-04-10T05:00:00Z","69176.4","69300.1","69452.0","69160.0"
"2024-04-10T04:00:00Z","69193.1","69176.4","69267.1","69049.0"
"2024-04-10T03:00:00Z","68703.0","69193.1","69235.0","68670.0"
"2024-04-10T02:00:00Z","69326.5","68703.0","69650.0","68514.0"
"2024-04-10T01:00:00Z","69182.9","69326.5","69326.5","68643.2"
"2024-04-10T00:00:00Z","69189.3","69182.9","69350.0","69063.2"
"2024-04-09T23:00:00Z","69367.5","69189.3","69375.8","68913.2"
"2024-04-09T22:00:00Z","69257.6","69367.5","69473.4","69177.0"
"2024-04-09T21:00:00Z","69220.2","69257.6","69298.8","68972.8"
"2024-04-09T20:00:00Z","69049.7","69220.2","69262.2","69009.4"
"2024-04-09T19:00:00Z","68923.7","69049.7","69210.8","68686.9"
"2024-04-09T18:00:00Z","68878.3","68923.7","69071.3","68817.0"
"2024-04-09T17:00:00Z","68662.7","68878.3","69016.2","68216.0"
"2024-04-09T16:00:00Z","69322.8","68662.7","69369.9","68566.9"
"2024-04-09T15:00:00Z","69416.0","69322.8","69425.0","68538.0"
"2024-04-09T14:00:00Z","69979.8","69416.0","70484.7","68620.5"
"2024-04-09T13:00:00Z","70732.4","69979.8","70986.8","69930.0"
"2024-04-09T12:00:00Z","70858.3","70732.4","71048.3","70705.0"
"2024-04-09T11:00:00Z","70617.1","70858.3","70961.0","70617.0"
"2024-04-09T10:00:00Z","70442.6","70617.1","70751.5","70264.7"
"2024-04-09T09:00:00Z","70544.6","70442.6","70945.5","70301.0"
"2024-04-09T08:00:00Z","70444.0","70544.6","70666.0","69536.8"
"2024-04-09T07:00:00Z","70819.0","70444.0","70987.9","70160.0"
"2024-04-09T06:00:00Z","71110.5","70819.0","71328.7","70600.0"
"2024-04-09T05:00:00Z","71260.0","71110.5","71391.0","71005.0"
"2024-04-09T04:00:00Z","71339.0","71260.0","71399.9","70970.0"
"2024-04-09T03:00:00Z","71526.3","71339.0","71702.4","71233.0"
"2024-04-09T02:00:00Z","71318.6","71526.3","71680.3","71204.6"
"2024-04-09T01:00:00Z","71470.0","71318.6","71499.0","70900.0"
"2024-04-09T00:00:00Z","71678.4","71470.0","71820.6","71359.4"
"2024-04-08T23:00:00Z","71973.1","71678.4","72077.3","71651.1"
"2024-04-08T22:00:00Z","71742.8","71973.1","72036.0","71643.4"
"2024-04-08T21:00:00Z","71760.0","71742.8","71963.0","71685.2"
"2024-04-08T20:00:00Z","71807.2","71760.0","71856.4","71552.5"
"2024-04-08T19:00:00Z","71949.7","71807.2","72025.2","71610.9"
"2024-04-08T18:00:00Z","71740.0","71949.7","72171.6","71714.1"
"2024-04-08T17:00:00Z","71786.0","71740.0","71860.0","71338.3"
"2024-04-08T16:00:00Z","71815.7","71786.0","72080.0","71601.0"
"2024-04-08T15:00:00Z","71781.0","71815.7","72045.0","71641.8"
"2024-04-08T14:00:00Z","71994.7","71781.0","72052.0","71276.0"
"2024-04-08T13:00:00Z","72242.3","71994.7","72374.0","71751.4"
"2024-04-08T12:00:00Z","72472.6","72242.3","72890.4","72189.4"
"2024-04-08T11:00:00Z","72385.4","72472.6","72727.2","72282.0"
"2024-04-08T10:00:00Z","72263.2","72385.4","72451.1","71856.1"
"2024-04-08T09:00:00Z","72057.3","72263.2","72753.6","71728.9"
"2024-04-08T08:00:00Z","70745.4","72057.3","72371.0","70677.6"
"2024-04-08T07:00:00Z","69800.0","70745.4","70917.0","69799.9"
"2024-04-08T06:00:00Z","69728.4","69800.0","69848.0","69653.4"
"2024-04-08T05:00:00Z","69403.8","69728.4","69826.8","69403.8"
"2024-04-08T04:00:00Z","69484.9","69403.8","69531.2","69296.6"
"2024-04-08T03:00:00Z","69253.3","69484.9","69523.6","69151.0"
"2024-04-08T02:00:00Z","69458.1","69253.3","69460.0","69136.2"
"2024-04-08T01:00:00Z","69350.1","69458.1","69898.0","69288.0"
"2024-04-08T00:00:00Z","69362.7","69350.1","69450.0","69040.4"
"2024-04-07T23:00:00Z","69230.0","69362.7","69492.9","69203.4"
"2024-04-07T22:00:00Z","69049.2","69230.0","69374.9","68900.9"
"2024-04-07T21:00:00Z","69326.8","69049.2","69443.5","69049.2"
"2024-04-07T20:00:00Z","69089.9","69326.8","69440.0","68964.9"
"2024-04-07T19:00:00Z","69421.3","69089.9","69543.2","68881.3"
"2024-04-07T18:00:00Z","69826.4","69421.3","69867.0","69260.2"
"2024-04-07T17:00:00Z","70108.0","69826.4","70150.0","69680.0"
"2024-04-07T16:00:00Z","69567.9","70108.0","70395.0","69496.3"
"2024-04-07T15:00:00Z","69595.3","69567.9","69921.3","69362.1"
"2024-04-07T14:00:00Z","69363.2","69595.3","69687.0","69225.3"
"2024-04-07T13:00:00Z","69334.4","69363.2","69569.4","69293.2"
"2024-04-07T12:00:00Z","69366.1","69334.4","69436.9","69215.1"
"2024-04-07T11:00:00Z","69335.0","69366.1","69431.9","69198.3"
"2024-04-07T10:00:00Z","69309.4","69335.0","69516.0","69244.7"
"2024-04-07T09:00:00Z","69498.4","69309.4","69518.8","69221.0"
"2024-04-07T08:00:00Z","69367.4","69498.4","69579.2","69331.5"
"2024-04-07T07:00:00Z","69248.0","69367.4","69496.0","69229.9"
"2024-04-07T06:00:00Z","69399.9","69248.0","69420.0","69125.3"
"2024-04-07T05:00:00Z","69298.2","69399.9","69460.5","69265.2"
"2024-04-07T04:00:00Z","69402.1","69298.2","69499.5","69055.1"
"2024-04-07T03:00:00Z","69309.3","69402.1","69521.8","69238.4"
"2024-04-07T02:00:00Z","69540.4","69309.3","69800.0","69300.0"
"2024-04-07T01:00:00Z","69010.0","69540.4","69666.0","68990.3"
"2024-04-07T00:00:00Z","68901.6","69010.0","69172.2","68820.6"
"2024-04-06T23:00:00Z","69040.6","68901.6","69708.0","68801.6"
"2024-04-06T22:00:00Z","68305.6","69040.6","69096.5","68279.8"
"2024-04-06T21:00:00Z","68387.4","68305.6","68443.9","68284.6"
"2024-04-06T20:00:00Z","68259.5","68387.4","68409.7","68158.5"
"2024-04-06T19:00:00Z","68294.5","68259.5","68440.0","68207.1"
"2024-04-06T18:00:00Z","68290.0","68294.5","68366.5","68172.2"
"2024-04-06T17:00:00Z","68129.8","68290.0","68490.1","68023.2"
"2024-04-06T16:00:00Z","68094.0","68129.8","68169.9","67923.4"
"2024-04-06T15:00:00Z","67981.9","68094.0","68320.0","67884.0"
"2024-04-06T14:00:00Z","67688.1","67981.9","68083.1","67669.3"
"2024-04-06T13:00:00Z","67733.4","67688.1","67742.2","67525.0"
"2024-04-06T12:00:00Z","67655.0","67733.4","67790.8","67556.8"
"2024-04-06T11:00:00Z","67839.3","67655.0","67909.5","67610.0"
"2024-04-06T10:00:00Z","67795.0","67839.3","67887.8","67714.1"
"2024-04-06T09:00:00Z","68006.6","67795.0","68129.0","67765.1"
"2024-04-06T08:00:00Z","67985.1","68006.6","68103.6","67854.8"
"2024-04-06T07:00:00Z","68110.6","67985.1","68185.3","67930.0"
"2024-04-06T06:00:00Z","68028.5","68110.6","68161.7","67871.0"
"2024-04-06T05:00:00Z","67747.5","68028.5","68240.1","67718.5"
"2024-04-06T04:00:00Z","67793.3","67747.5","67827.6","67601.0"
"2024-04-06T03:00:00Z","67573.6","67793.3","67893.0","67573.6"
"2024-04-06T02:00:00Z","67699.9","67573.6","67771.0","67450.0"
"2024-04-06T01:00:00Z","67905.6","67699.9","67982.2","67644.7"
