Date,Long,Short,L/S
"2024-04-21T18:45:00Z","59.19","40.81","1.4504"
"2024-04-21T18:30:00Z","59.25","40.75","1.454"
"2024-04-21T18:15:00Z","59.209999999999994","40.79","1.4516"
"2024-04-21T18:00:00Z","59.24","40.760000000000005","1.4534"
"2024-04-21T17:45:00Z","59.309999999999995","40.69","1.4576"
"2024-04-21T17:30:00Z","59.21999999999999","40.78","1.4522"
"2024-04-21T17:15:00Z","59.19","40.81","1.4504"
"2024-04-21T17:00:00Z","59.19","40.81","1.4504"
"2024-04-21T16:45:00Z","59.4","40.6","1.4631"
"2024-04-21T16:30:00Z","59.56","40.44","1.4728"
"2024-04-21T16:15:00Z","59.440000000000005","40.56","1.4655"
"2024-04-21T16:00:00Z","59.27","40.73","1.4552"
"2024-04-21T15:45:00Z","59.209999999999994","40.79","1.4516"
"2024-04-21T15:30:00Z","59.19","40.81","1.4504"
"2024-04-21T15:15:00Z","59.12","40.88","1.4462"
"2024-04-21T15:00:00Z","58.879999999999995","41.120000000000005","1.4319"
"2024-04-21T14:45:00Z","58.86","41.14","1.4307"
"2024-04-21T14:30:00Z","58.87","41.13","1.4313"
"2024-04-21T14:15:00Z","58.89","41.11","1.4325"
"2024-04-21T14:00:00Z","58.879999999999995","41.120000000000005","1.4319"
"2024-04-21T13:45:00Z","58.660000000000004","41.339999999999996","1.419"
"2024-04-21T13:30:00Z","58.67","41.33","1.4195"
"2024-04-21T13:15:00Z","58.67","41.33","1.4195"
"2024-04-21T13:00:00Z","58.540000000000006","41.46","1.412"
"2024-04-21T12:45:00Z","58.440000000000005","41.56","1.4062"
"2024-04-21T12:30:00Z","58.47","41.53","1.4079"
"2024-04-21T12:15:00Z","58.660000000000004","41.339999999999996","1.419"
"2024-04-21T12:00:00Z","58.76","41.24","1.4248"
"2024-04-21T11:45:00Z","58.809999999999995","41.19","1.4278"
"2024-04-21T11:30:00Z","58.9","41.099999999999994","1.4331"
"2024-04-21T11:15:00Z","59.62","40.38","1.4765"
"2024-04-21T11:00:00Z","59.91","40.089999999999996","1.4944"
"2024-04-21T10:45:00Z","59.88","40.12","1.4925"
"2024-04-21T10:30:00Z","59.760000000000005","40.239999999999995","1.4851"
"2024-04-21T10:15:00Z","59.74","40.26","1.4839"
"2024-04-21T10:00:00Z","59.75","40.25","1.4845"
"2024-04-21T09:45:00Z","59.760000000000005","40.239999999999995","1.4851"
"2024-04-21T09:30:00Z","59.77","40.23","1.4857"
"2024-04-21T09:15:00Z","59.48","40.52","1.4679"
"2024-04-21T09:00:00Z","59.46","40.54","1.4667"
"2024-04-21T08:45:00Z","59.47","40.53","1.4673"
"2024-04-21T08:30:00Z","59.519999999999996","40.48","1.4704"
"2024-04-21T08:15:00Z","59.46","40.54","1.4667"
"2024-04-21T08:00:00Z","59.46","40.54","1.4667"
"2024-04-21T07:45:00Z","59.46","40.54","1.4667"
"2024-04-21T07:30:00Z","59.599999999999994","40.400000000000006","1.4752"
"2024-04-21T07:15:00Z","59.589999999999996","40.410000000000004","1.4746"
"2024-04-21T07:00:00Z","59.57","40.43","1.4734"
"2024-04-21T06:45:00Z","59.760000000000005","40.239999999999995","1.4851"
"2024-04-21T06:30:00Z","59.8","40.2","1.4876"
"2024-04-21T06:15:00Z","59.79","40.21","1.4869"
"2024-04-21T06:00:00Z","59.75","40.25","1.4845"
"2024-04-21T05:45:00Z","59.89","40.11","1.4931"
"2024-04-21T05:30:00Z","59.97","40.03","1.4981"
"2024-04-21T05:15:00Z","59.95","40.050000000000004","1.4969"
"2024-04-21T05:00:00Z","59.86","40.14","1.4913"
"2024-04-21T04:45:00Z","59.75","40.25","1.4845"
"2024-04-21T04:30:00Z","59.69","40.31","1.4808"
"2024-04-21T04:15:00Z","59.64","40.36","1.4777"
"2024-04-21T04:00:00Z","59.730000000000004","40.27","1.4832"
"2024-04-21T03:45:00Z","59.77","40.23","1.4857"
"2024-04-21T03:30:00Z","59.56","40.44","1.4728"
"2024-04-21T03:15:00Z","59.489999999999995","40.510000000000005","1.4685"
"2024-04-21T03:00:00Z","59.31999999999999","40.68","1.4582"
"2024-04-21T02:45:00Z","59.47","40.53","1.4673"
"2024-04-21T02:30:00Z","59.660000000000004","40.339999999999996","1.4789"
"2024-04-21T02:15:00Z","59.51","40.489999999999995","1.4697"
"2024-04-21T02:00:00Z","59.589999999999996","40.410000000000004","1.4746"
"2024-04-21T01:45:00Z","58.230000000000004","41.77","1.3941"
"2024-04-21T01:30:00Z","58.209999999999994","41.79","1.3929"
"2024-04-21T01:15:00Z","58.220000000000006","41.78","1.3935"
"2024-04-21T01:00:00Z","58.440000000000005","41.56","1.4062"
"2024-04-21T00:45:00Z","58.39","41.61","1.4033"
"2024-04-21T00:30:00Z","58.17","41.83","1.3906"
"2024-04-21T00:15:00Z","58.43000000000001","41.57","1.4056"
"2024-04-21T00:00:00Z","58.47","41.53","1.4079"
"2024-04-20T23:45:00Z","58.46","41.54","1.4073"
"2024-04-20T23:30:00Z","58.540000000000006","41.46","1.412"
"2024-04-20T23:15:00Z","58.52","41.48","1.4108"
"2024-04-20T23:00:00Z","58.37","41.63","1.4021"
"2024-04-20T22:45:00Z","58.35","41.65","1.401"
"2024-04-20T22:30:00Z","58.309999999999995","41.69","1.3987"
"2024-04-20T22:15:00Z","58.39","41.61","1.4033"
"2024-04-20T22:00:00Z","58.34","41.660000000000004","1.4004"
"2024-04-20T21:45:00Z","58.330000000000005","41.67","1.3998"
"2024-04-20T21:30:00Z","58.099999999999994","41.9","1.3866"
"2024-04-20T21:15:00Z","58.18","41.82","1.3912"
"2024-04-20T21:00:00Z","58.209999999999994","41.79","1.3929"
"2024-04-20T20:45:00Z","58.14","41.86","1.3889"
"2024-04-20T20:30:00Z","58.17","41.83","1.3906"
"2024-04-20T20:15:00Z","58.15","41.85","1.3895"
"2024-04-20T20:00:00Z","58.07","41.93","1.3849"
"2024-04-20T19:45:00Z","58.06","41.94","1.3844"
"2024-04-20T19:30:00Z","57.96","42.04","1.3787"
"2024-04-20T19:15:00Z","57.9","42.1","1.3753"
"2024-04-20T19:00:00Z","57.879999999999995","42.120000000000005","1.3742"
"2024-04-20T18:45:00Z","58.02","41.980000000000004","1.3821"
"2024-04-20T18:30:00Z","58.230000000000004","41.77","1.3941"
"2024-04-20T18:15:00Z","58.24","41.760000000000005","1.3946"
"2024-04-20T18:00:00Z","58.489999999999995","41.510000000000005","1.4091"
"2024-04-20T17:45:00Z","58.809999999999995","41.19","1.4278"
"2024-04-20T17:30:00Z","59.019999999999996","40.98","1.4402"
"2024-04-20T17:15:00Z","59.43000000000001","40.57","1.4649"
"2024-04-20T17:00:00Z","59.43000000000001","40.57","1.4649"
"2024-04-20T16:45:00Z","59.63","40.37","1.4771"
"2024-04-20T16:30:00Z","59.8","40.2","1.4876"
"2024-04-20T16:15:00Z","60.31999999999999","39.68","1.5202"
"2024-04-20T16:00:00Z","60.42999999999999","39.57","1.5272"
"2024-04-20T15:45:00Z","61.22","38.78","1.5786"
"2024-04-20T15:30:00Z","61.71","38.29","1.6116"
"2024-04-20T15:15:00Z","61.839999999999996","38.16","1.6205"
"2024-04-20T15:00:00Z","61.8","38.2","1.6178"
"2024-04-20T14:45:00Z","61.82","38.18","1.6192"
"2024-04-20T14:30:00Z","61.89","38.11","1.624"
"2024-04-20T14:15:00Z","61.95","38.05","1.6281"
"2024-04-20T14:00:00Z","61.970000000000006","38.03","1.6295"
"2024-04-20T13:45:00Z","62.06","37.940000000000005","1.6357"
"2024-04-20T13:30:00Z","62.050000000000004","37.95","1.635"
"2024-04-20T13:15:00Z","62.050000000000004","37.95","1.635"
"2024-04-20T13:00:00Z","62.12","37.88","1.6399"
"2024-04-20T12:45:00Z","62.28","37.72","1.6511"
"2024-04-20T12:30:00Z","62.28","37.72","1.6511"
"2024-04-20T12:15:00Z","62.260000000000005","37.74","1.6497"
"2024-04-20T12:00:00Z","62.260000000000005","37.74","1.6497"
"2024-04-20T11:45:00Z","62.21","37.79","1.6462"
"2024-04-20T11:30:00Z","62.08","37.92","1.6371"
"2024-04-20T11:15:00Z","62.11","37.89","1.6392"
"2024-04-20T11:00:00Z","62.18","37.82","1.6441"
"2024-04-20T10:45:00Z","62.06","37.940000000000005","1.6357"
"2024-04-20T10:30:00Z","62.01","37.99","1.6323"
"2024-04-20T10:15:00Z","61.96","38.04","1.6288"
"2024-04-20T10:00:00Z","61.75000000000001","38.25","1.6144"
"2024-04-20T09:45:00Z","61.67","38.33","1.6089"
"2024-04-20T09:30:00Z","61.53999999999999","38.46","1.6001"
"2024-04-20T09:15:00Z","61.27","38.73","1.582"
"2024-04-20T09:00:00Z","60.38","39.62","1.524"
"2024-04-20T08:45:00Z","60.0","40.0","1.5"
"2024-04-20T08:30:00Z","59.97","40.03","1.4981"
"2024-04-20T08:15:00Z","59.84","40.160000000000004","1.49"
"2024-04-20T08:00:00Z","60.18","39.82","1.5113"
"2024-04-20T07:45:00Z","60.209999999999994","39.79","1.5132"
"2024-04-20T07:30:00Z","60.199999999999996","39.800000000000004","1.5126"
"2024-04-20T07:15:00Z","60.34","39.660000000000004","1.5214"
"2024-04-20T07:00:00Z","60.34","39.660000000000004","1.5214"
"2024-04-20T06:45:00Z","60.73","39.269999999999996","1.5465"
"2024-04-20T06:30:00Z","60.83","39.17","1.553"
"2024-04-20T06:15:00Z","60.75000000000001","39.25","1.5478"
"2024-04-20T06:00:00Z","60.660000000000004","39.34","1.5419"
"2024-04-20T05:45:00Z","60.699999999999996","39.300000000000004","1.5445"
"2024-04-20T05:30:00Z","60.68","39.32","1.5432"
"2024-04-20T05:15:00Z","60.68","39.32","1.5432"
"2024-04-20T05:00:00Z","60.73","39.269999999999996","1.5465"
"2024-04-20T04:45:00Z","61.21","38.79","1.578"
"2024-04-20T04:30:00Z","60.709999999999994","39.290000000000006","1.5452"
"2024-04-20T04:15:00Z","60.67","39.33","1.5426"
"2024-04-20T04:00:00Z","60.699999999999996","39.300000000000004","1.5445"
"2024-04-20T03:45:00Z","60.73","39.269999999999996","1.5465"
"2024-04-20T03:30:00Z","60.79","39.21","1.5504"
"2024-04-20T03:15:00Z","60.75000000000001","39.25","1.5478"
"2024-04-20T03:00:00Z","60.8","39.2","1.551"
"2024-04-20T02:45:00Z","60.79","39.21","1.5504"
"2024-04-20T02:30:00Z","61.309999999999995","38.690000000000005","1.5846"
"2024-04-20T02:15:00Z","61.39","38.61","1.59"
"2024-04-20T02:00:00Z","61.339999999999996","38.66","1.5867"
"2024-04-20T01:45:00Z","61.18","38.82","1.576"
"2024-04-20T01:30:00Z","60.92999999999999","39.07","1.5595"
"2024-04-20T01:15:00Z","60.8","39.2","1.551"
"2024-04-20T01:00:00Z","60.519999999999996","39.48","1.5329"
"2024-04-20T00:45:00Z","60.28","39.72","1.5176"
"2024-04-20T00:30:00Z","60.27","39.73","1.517"
"2024-04-20T00:15:00Z","60.050000000000004","39.95","1.5031"
"2024-04-20T00:00:00Z","60.11","39.89","1.5069"
"2024-04-19T23:45:00Z","60.0","40.0","1.5"
"2024-04-19T23:30:00Z","59.709999999999994","40.29","1.482"
"2024-04-19T23:15:00Z","59.74","40.26","1.4839"
"2024-04-19T23:00:00Z","59.37","40.63","1.4612"
"2024-04-19T22:45:00Z","59.36","40.64","1.4606"
"2024-04-19T22:30:00Z","59.13","40.87","1.4468"
"2024-04-19T22:15:00Z","59.14","40.86","1.4474"
"2024-04-19T22:00:00Z","59.050000000000004","40.949999999999996","1.442"
"2024-04-19T21:45:00Z","59.099999999999994","40.9","1.445"
"2024-04-19T21:30:00Z","59.13","40.87","1.4468"
"2024-04-19T21:15:00Z","59.08","40.92","1.4438"
"2024-04-19T21:00:00Z","59.099999999999994","40.9","1.445"
"2024-04-19T20:45:00Z","59.06","40.94","1.4426"
"2024-04-19T20:30:00Z","59.03","40.97","1.4408"
"2024-04-19T20:15:00Z","59.0","41.0","1.439"
"2024-04-19T20:00:00Z","58.96","41.04","1.4366"
"2024-04-19T19:45:00Z","58.9","41.099999999999994","1.4331"
"2024-04-19T19:30:00Z","58.919999999999995","41.08","1.4343"
"2024-04-19T19:15:00Z","58.87","41.13","1.4313"
"2024-04-19T19:00:00Z","58.720000000000006","41.28","1.4225"
"2024-04-19T18:45:00Z","58.599999999999994","41.4","1.4155"
"2024-04-19T18:30:00Z","58.51","41.49","1.4102"
"2024-04-19T18:15:00Z","58.5","41.5","1.4096"
"2024-04-19T18:00:00Z","58.48","41.52","1.4085"
"2024-04-19T17:45:00Z","58.46","41.54","1.4073"
"2024-04-19T17:30:00Z","58.5","41.5","1.4096"
"2024-04-19T17:15:00Z","58.48","41.52","1.4085"
"2024-04-19T17:00:00Z","58.58","41.42","1.4143"
"2024-04-19T16:45:00Z","58.699999999999996","41.3","1.4213"
"2024-04-19T16:30:00Z","58.25","41.75","1.3952"
"2024-04-19T16:15:00Z","57.830000000000005","42.17","1.3714"
"2024-04-19T16:00:00Z","57.699999999999996","42.3","1.3641"
"2024-04-19T15:45:00Z","57.84","42.16","1.3719"
"2024-04-19T15:30:00Z","57.730000000000004","42.27","1.3657"
"2024-04-19T15:15:00Z","57.66","42.34","1.3618"
"2024-04-19T15:00:00Z","57.599999999999994","42.4","1.3585"
"2024-04-19T14:45:00Z","57.599999999999994","42.4","1.3585"
"2024-04-19T14:30:00Z","57.410000000000004","42.59","1.348"
"2024-04-19T14:15:00Z","56.85","43.15","1.3175"
"2024-04-19T14:00:00Z","56.82000000000001","43.18","1.3159"
"2024-04-19T13:45:00Z","56.769999999999996","43.230000000000004","1.3132"
"2024-04-19T13:30:00Z","56.510000000000005","43.49","1.2994"
"2024-04-19T13:15:00Z","56.45","43.55","1.2962"
"2024-04-19T13:00:00Z","56.68","43.32","1.3084"
"2024-04-19T12:45:00Z","56.58","43.419999999999995","1.3031"
"2024-04-19T12:30:00Z","56.599999999999994","43.4","1.3041"
"2024-04-19T12:15:00Z","57.13","42.870000000000005","1.3326"
"2024-04-19T12:00:00Z","57.220000000000006","42.78","1.3375"
"2024-04-19T11:45:00Z","57.220000000000006","42.78","1.3375"
"2024-04-19T11:30:00Z","57.120000000000005","42.88","1.3321"
"2024-04-19T11:15:00Z","57.21000000000001","42.79","1.337"
"2024-04-19T11:00:00Z","57.34","42.66","1.3441"
"2024-04-19T10:45:00Z","57.36","42.64","1.3452"
"2024-04-19T10:30:00Z","57.35","42.65","1.3447"
"2024-04-19T10:15:00Z","57.50999999999999","42.49","1.3535"
"2024-04-19T10:00:00Z","58.03","41.97","1.3827"
"2024-04-19T09:45:00Z","58.17","41.83","1.3906"
"2024-04-19T09:30:00Z","58.28","41.72","1.3969"
"2024-04-19T09:15:00Z","58.39","41.61","1.4033"
"2024-04-19T09:00:00Z","58.45","41.55","1.4067"
"2024-04-19T08:45:00Z","58.620000000000005","41.38","1.4166"
"2024-04-19T08:30:00Z","58.60999999999999","41.39","1.416"
"2024-04-19T08:15:00Z","58.79","41.21","1.4266"
"2024-04-19T08:00:00Z","59.089999999999996","40.910000000000004","1.4444"
"2024-04-19T07:45:00Z","59.29","40.71","1.4564"
"2024-04-19T07:30:00Z","59.45","40.550000000000004","1.4661"
"2024-04-19T07:15:00Z","59.660000000000004","40.339999999999996","1.4789"
"2024-04-19T07:00:00Z","61.11","38.89","1.5714"
"2024-04-19T06:45:00Z","63.7","36.3","1.7548"
"2024-04-19T06:30:00Z","64.66","35.339999999999996","1.8297"
"2024-04-19T06:15:00Z","64.7","35.3","1.8329"
"2024-04-19T06:00:00Z","64.87","35.13","1.8466"
"2024-04-19T05:45:00Z","64.87","35.13","1.8466"
"2024-04-19T05:30:00Z","64.53999999999999","35.46","1.8201"
"2024-04-19T05:15:00Z","64.35","35.65","1.805"
"2024-04-19T05:00:00Z","64.63","35.370000000000005","1.8273"
"2024-04-19T04:45:00Z","64.78","35.22","1.8393"
"2024-04-19T04:30:00Z","65.60000000000001","34.4","1.907"
"2024-04-19T04:15:00Z","66.0","34.0","1.9412"
"2024-04-19T04:00:00Z","66.38","33.62","1.9744"
"2024-04-19T03:45:00Z","66.64","33.36","1.9976"
"2024-04-19T03:30:00Z","67.36","32.64","2.0637"
"2024-04-19T03:15:00Z","68.25","31.75","2.1496"
"2024-04-19T03:00:00Z","68.46","31.540000000000003","2.1706"
"2024-04-19T02:45:00Z","68.78","31.22","2.2031"
"2024-04-19T02:30:00Z","68.17999999999999","31.819999999999997","2.1427"
"2024-04-19T02:15:00Z","66.39","33.61","1.9753"
"2024-04-19T02:00:00Z","65.95","34.050000000000004","1.9369"
"2024-04-19T01:45:00Z","64.19","35.809999999999995","1.7925"
"2024-04-19T01:30:00Z","62.660000000000004","37.34","1.6781"
"2024-04-19T01:15:00Z","62.050000000000004","37.95","1.635"
"2024-04-19T01:00:00Z","61.0","39.0","1.5641"
"2024-04-19T00:45:00Z","61.1","38.9","1.5707"
"2024-04-19T00:30:00Z","60.980000000000004","39.019999999999996","1.5628"
"2024-04-19T00:15:00Z","61.480000000000004","38.519999999999996","1.5961"
"2024-04-19T00:00:00Z","61.41","38.59","1.5913"
"2024-04-18T23:45:00Z","61.38","38.62","1.5893"
"2024-04-18T23:30:00Z","61.49","38.51","1.5967"
"2024-04-18T23:15:00Z","61.51","38.49","1.5981"
"2024-04-18T23:00:00Z","61.4","38.6","1.5907"
"2024-04-18T22:45:00Z","61.46","38.54","1.5947"
"2024-04-18T22:30:00Z","61.59","38.41","1.6035"
"2024-04-18T22:15:00Z","61.3","38.7","1.584"
"2024-04-18T22:00:00Z","61.370000000000005","38.629999999999995","1.5887"
"2024-04-18T21:45:00Z","61.29","38.71","1.5833"
"2024-04-18T21:30:00Z","61.57","38.43","1.6021"
"2024-04-18T21:15:00Z","61.53999999999999","38.46","1.6001"
"2024-04-18T21:00:00Z","61.85000000000001","38.15","1.6212"
"2024-04-18T20:45:00Z","61.8","38.2","1.6178"
"2024-04-18T20:30:00Z","61.9","38.1","1.6247"
"2024-04-18T20:15:00Z","61.980000000000004","38.019999999999996","1.6302"
"2024-04-18T20:00:00Z","62.11","37.89","1.6392"
"2024-04-18T19:45:00Z","62.09","37.91","1.6378"
"2024-04-18T19:30:00Z","62.129999999999995","37.87","1.6406"
"2024-04-18T19:15:00Z","62.2","37.8","1.6455"
"2024-04-18T19:00:00Z","62.17","37.830000000000005","1.6434"
"2024-04-18T18:45:00Z","62.2","37.8","1.6455"
"2024-04-18T18:30:00Z","61.919999999999995","38.080000000000005","1.6261"
"2024-04-18T18:15:00Z","61.71","38.29","1.6116"
"2024-04-18T18:00:00Z","61.260000000000005","38.74","1.5813"
"2024-04-18T17:45:00Z","59.67","40.33","1.4795"
"2024-04-18T17:30:00Z","59.519999999999996","40.48","1.4704"
"2024-04-18T17:15:00Z","59.660000000000004","40.339999999999996","1.4789"
"2024-04-18T17:00:00Z","59.8","40.2","1.4876"
"2024-04-18T16:45:00Z","59.68","40.32","1.4802"
"2024-04-18T16:30:00Z","59.75","40.25","1.4845"
"2024-04-18T16:15:00Z","59.57","40.43","1.4734"
"2024-04-18T16:00:00Z","59.74","40.26","1.4839"
"2024-04-18T15:45:00Z","60.089999999999996","39.910000000000004","1.5056"
"2024-04-18T15:30:00Z","60.160000000000004","39.839999999999996","1.51"
"2024-04-18T15:15:00Z","60.51","39.489999999999995","1.5323"
"2024-04-18T15:00:00Z","60.650000000000006","39.35","1.5413"
"2024-04-18T14:45:00Z","61.050000000000004","38.95","1.5674"
"2024-04-18T14:30:00Z","61.94","38.06","1.6274"
"2024-04-18T14:15:00Z","63.46000000000001","36.54","1.7367"
"2024-04-18T14:00:00Z","63.800000000000004","36.199999999999996","1.7624"
"2024-04-18T13:45:00Z","63.849999999999994","36.15","1.7663"
"2024-04-18T13:30:00Z","64.08","35.92","1.784"
"2024-04-18T13:15:00Z","64.03","35.97","1.7801"
"2024-04-18T13:00:00Z","63.85999999999999","36.14","1.767"
"2024-04-18T12:45:00Z","64.02","35.980000000000004","1.7793"
"2024-04-18T12:30:00Z","63.260000000000005","36.74","1.7218"
"2024-04-18T12:15:00Z","63.27","36.730000000000004","1.7226"
"2024-04-18T12:00:00Z","63.160000000000004","36.84","1.7144"
"2024-04-18T11:45:00Z","63.43","36.57","1.7345"
"2024-04-18T11:30:00Z","64.18","35.82","1.7917"
"2024-04-18T11:15:00Z","65.72","34.28","1.9172"
"2024-04-18T11:00:00Z","66.08000000000001","33.92","1.9481"
"2024-04-18T10:45:00Z","66.29","33.71","1.9665"
"2024-04-18T10:30:00Z","66.21000000000001","33.79","1.9595"
"2024-04-18T10:15:00Z","66.33","33.67","1.97"
"2024-04-18T10:00:00Z","66.36","33.64","1.9727"
"2024-04-18T09:45:00Z","66.52","33.48","1.9869"
"2024-04-18T09:30:00Z","66.88","33.12","2.0193"
"2024-04-18T09:15:00Z","67.0","33.0","2.0303"
"2024-04-18T09:00:00Z","67.10000000000001","32.9","2.0395"
"2024-04-18T08:45:00Z","67.25999999999999","32.74","2.0544"
"2024-04-18T08:30:00Z","67.39","32.61","2.0665"
"2024-04-18T08:15:00Z","67.52","32.48","2.0788"
"2024-04-18T08:00:00Z","67.39","32.61","2.0665"
"2024-04-18T07:45:00Z","67.47","32.53","2.0741"
"2024-04-18T07:30:00Z","67.47999999999999","32.519999999999996","2.075"
"2024-04-18T07:15:00Z","67.5","32.5","2.0769"
"2024-04-18T07:00:00Z","67.43","32.57","2.0703"
"2024-04-18T06:45:00Z","67.44","32.56","2.0713"
"2024-04-18T06:30:00Z","67.54","32.46","2.0807"
"2024-04-18T06:15:00Z","67.51","32.49","2.0779"
"2024-04-18T06:00:00Z","67.65","32.35","2.0912"
"2024-04-18T05:45:00Z","67.01","32.99","2.0312"
"2024-04-18T05:30:00Z","67.09","32.910000000000004","2.0386"
"2024-04-18T05:15:00Z","67.17999999999999","32.82","2.0469"
"2024-04-18T05:00:00Z","67.19000000000001","32.81","2.0479"
"2024-04-18T04:45:00Z","67.17","32.83","2.046"
"2024-04-18T04:30:00Z","67.12","32.879999999999995","2.0414"
"2024-04-18T04:15:00Z","67.25","32.75","2.0534"
"2024-04-18T04:00:00Z","67.29","32.71","2.0572"
"2024-04-18T03:45:00Z","67.34","32.66","2.0618"
"2024-04-18T03:30:00Z","67.38","32.62","2.0656"
"2024-04-18T03:15:00Z","68.7","31.3","2.1949"
"2024-04-18T03:00:00Z","68.83","31.169999999999998","2.2082"
"2024-04-18T02:45:00Z","68.94","31.06","2.2196"
"2024-04-18T02:30:00Z","68.94","31.06","2.2196"
"2024-04-18T02:15:00Z","68.93","31.069999999999997","2.2185"
"2024-04-18T02:00:00Z","69.06","30.94","2.2321"
"2024-04-18T01:45:00Z","69.15","30.85","2.2415"
"2024-04-18T01:30:00Z","69.17","30.830000000000002","2.2436"
"2024-04-18T01:15:00Z","69.27","30.73","2.2541"
"2024-04-18T01:00:00Z","69.5","30.5","2.2787"
"2024-04-18T00:45:00Z","69.39999999999999","30.599999999999998","2.268"
"2024-04-18T00:30:00Z","69.46","30.54","2.2744"
"2024-04-18T00:15:00Z","69.54","30.459999999999997","2.283"
"2024-04-18T00:00:00Z","69.8","30.2","2.3113"
"2024-04-17T23:45:00Z","69.82000000000001","30.18","2.3135"
"2024-04-17T23:30:00Z","69.81","30.19","2.3124"
"2024-04-17T23:15:00Z","69.83","30.17","2.3146"
"2024-04-17T23:00:00Z","69.84","30.159999999999997","2.3156"
"2024-04-17T22:45:00Z","69.89999999999999","30.099999999999998","2.3223"
"2024-04-17T22:30:00Z","69.99","30.009999999999998","2.3322"
"2024-04-17T22:15:00Z","69.89","30.11","2.3212"
"2024-04-17T22:00:00Z","69.95","30.049999999999997","2.3278"
"2024-04-17T21:45:00Z","69.85","30.15","2.3167"
"2024-04-17T21:30:00Z","69.85","30.15","2.3167"
"2024-04-17T21:15:00Z","70.1","29.9","2.3445"
"2024-04-17T21:00:00Z","70.26","29.74","2.3625"
"2024-04-17T20:45:00Z","70.14","29.86","2.349"
"2024-04-17T20:30:00Z","70.17","29.830000000000002","2.3523"
"2024-04-17T20:15:00Z","70.1","29.9","2.3445"
"2024-04-17T20:00:00Z","70.04","29.959999999999997","2.3378"
"2024-04-17T19:45:00Z","69.96","30.04","2.3289"
"2024-04-17T19:30:00Z","69.78","30.220000000000002","2.3091"
"2024-04-17T19:15:00Z","69.83","30.17","2.3146"
"2024-04-17T19:00:00Z","69.12","30.880000000000003","2.2383"
"2024-04-17T18:45:00Z","69.25","30.75","2.252"
"2024-04-17T18:30:00Z","69.59","30.409999999999997","2.2884"
"2024-04-17T18:15:00Z","69.72","30.28","2.3025"
"2024-04-17T18:00:00Z","71.17","28.83","2.4686"
"2024-04-17T17:45:00Z","71.06","28.939999999999998","2.4554"
"2024-04-17T17:30:00Z","71.17","28.83","2.4686"
"2024-04-17T17:15:00Z","71.13000000000001","28.87","2.4638"
"2024-04-17T17:00:00Z","71.09","28.910000000000004","2.459"
"2024-04-17T16:45:00Z","70.95","29.049999999999997","2.4423"
"2024-04-17T16:30:00Z","70.6","29.4","2.4014"
"2024-04-17T16:15:00Z","70.65","29.349999999999998","2.4072"
"2024-04-17T16:00:00Z","70.62","29.38","2.4037"
"2024-04-17T15:45:00Z","69.76","30.240000000000002","2.3069"
"2024-04-17T15:30:00Z","69.17999999999999","30.819999999999997","2.2446"
"2024-04-17T15:15:00Z","68.65","31.35","2.1898"
"2024-04-17T15:00:00Z","68.84","31.16","2.2092"
"2024-04-17T14:45:00Z","68.60000000000001","31.4","2.1847"
"2024-04-17T14:30:00Z","68.39","31.61","2.1636"
"2024-04-17T14:15:00Z","67.58","32.42","2.0845"
"2024-04-17T14:00:00Z","67.25999999999999","32.74","2.0544"
"2024-04-17T13:45:00Z","67.32000000000001","32.68","2.06"
"2024-04-17T13:30:00Z","67.01","32.99","2.0312"
"2024-04-17T13:15:00Z","66.73","33.269999999999996","2.0057"
"2024-04-17T13:00:00Z","66.55","33.45","1.9895"
"2024-04-17T12:45:00Z","66.07","33.93","1.9472"
"2024-04-17T12:30:00Z","65.51","34.489999999999995","1.8994"
"2024-04-17T12:15:00Z","65.52","34.48","1.9002"
"2024-04-17T12:00:00Z","65.34","34.660000000000004","1.8852"
"2024-04-17T11:45:00Z","65.42","34.58","1.8918"
"2024-04-17T11:30:00Z","65.52","34.48","1.9002"
"2024-04-17T11:15:00Z","65.57","34.43","1.9044"
"2024-04-17T11:00:00Z","65.25999999999999","34.74","1.8785"
"2024-04-17T10:45:00Z","65.02","34.98","1.8588"
"2024-04-17T10:30:00Z","65.05","34.949999999999996","1.8612"
"2024-04-17T10:15:00Z","64.21","35.79","1.7941"
"2024-04-17T10:00:00Z","64.07000000000001","35.93","1.7832"
"2024-04-17T09:45:00Z","64.01","35.99","1.7785"
"2024-04-17T09:30:00Z","64.03","35.97","1.7801"
"2024-04-17T09:15:00Z","64.08","35.92","1.784"
"2024-04-17T09:00:00Z","63.99","36.01","1.777"
"2024-04-17T08:45:00Z","63.93","36.07","1.7724"
"2024-04-17T08:30:00Z","63.93","36.07","1.7724"
"2024-04-17T08:15:00Z","64.02","35.980000000000004","1.7793"
"2024-04-17T08:00:00Z","64.07000000000001","35.93","1.7832"
"2024-04-17T07:45:00Z","63.99","36.01","1.777"
"2024-04-17T07:30:00Z","64.18","35.82","1.7917"
"2024-04-17T07:15:00Z","64.23","35.77","1.7956"
"2024-04-17T07:00:00Z","64.24","35.76","1.7964"
"2024-04-17T06:45:00Z","64.25","35.75","1.7972"
"2024-04-17T06:30:00Z","64.05999999999999","35.94","1.7824"
"2024-04-17T06:15:00Z","63.89","36.11","1.7693"
"2024-04-17T06:00:00Z","63.75999999999999","36.24","1.7594"
"2024-04-17T05:45:00Z","63.43","36.57","1.7345"
